xc1,xc2,w1,w2
5.0773333333333,5.0773333333333,0.139052112447449,0.139052112447449
5.0466666666667,5.0466666666667,0.143518587972802,0.143518587972802
5.0213333333333,5.0213333333333,0.144183428473446,0.144183428473446
5.0573333333333,5.0573333333333,0.149868600998835,0.149868600998835
5.016,5.016,0.141720544651958,0.141720544651958
5.0293333333333,5.0293333333333,0.155352286203789,0.155352286203789
5.038,5.038,0.141779407087625,0.141779407087625
5.0286666666667,5.0286666666667,0.1505711632991,0.1505711632991
5.038,5.038,0.166716870443646,0.166716870443646
5.02,5.02,0.158260531556133,0.158260531556133
5.0553333333333,5.0553333333333,0.162371014611749,0.162371014611749
5.03,5.03,0.149434131489976,0.149434131489976
5.0786666666667,5.0786666666667,0.152541585833969,0.152541585833969
5.0913333333333,5.0913333333333,0.146424798036366,0.146424798036366
5.0006666666667,5.0006666666667,0.142598449422992,0.142598449422992
5.0813333333333,5.0813333333333,0.145648280652719,0.145648280652719
5.0273333333333,5.0273333333333,0.156361885733491,0.156361885733491
5.0326666666667,5.0326666666667,0.142013239351352,0.142013239351352
5.044,5.044,0.144232229501794,0.144232229501794
5.0573333333333,5.0573333333333,0.150745314394134,0.150745314394134
5.032,5.032,0.144156237038935,0.144156237038935
5.002,5.002,0.141438050334046,0.141438050334046
5.0586666666667,5.0586666666667,0.143637189986279,0.143637189986279
4.998,4.998,0.15103157320501,0.15103157320501
4.9793333333333,4.9793333333333,0.142113175732118,0.142113175732118
5.0066666666667,5.0066666666667,0.141133838042199,0.141133838042199
5.0353333333333,5.0353333333333,0.142261798740864,0.142261798740864
5.0326666666667,5.0326666666667,0.140715829442867,0.140715829442867
4.9693333333333,4.9693333333333,0.141725502115523,0.141725502115523
5.0126666666667,5.0126666666667,0.142752480167287,0.142752480167287
5.002,5.002,0.141043527551491,0.141043527551491
5.0533333333333,5.0533333333333,0.141372772493853,0.141372772493853
5.0026666666667,5.0026666666667,0.143898996316758,0.143898996316758
4.6306666666667,5.0273333333333,0.141038574910463,0.142447700735763
4.6733333333333,4.9766666666667,0.12209710579647,0.14382040644692
4.998,4.998,0.14888239743896,0.14888239743896
4.7573333333333,5.0806666666667,0.116731342944266,0.145994074978038
5.0173333333333,5.0173333333333,0.146718990478317,0.146718990478317
4.9993333333333,4.9993333333333,0.156081874642,0.156081874642
4.99,4.99,0.163922568262985,0.163922568262985
5.0193333333333,5.0193333333333,0.165908282778411,0.165908282778411
5.0346666666667,5.0346666666667,0.163904619670215,0.163904619670215
4.9853333333333,4.9853333333333,0.146218044332906,0.146218044332906
5.0026666666667,5.0026666666667,0.149334433701506,0.149334433701506
5.052,5.052,0.145851038835976,0.145851038835976
5.0513333333333,5.0513333333333,0.154744304593065,0.154744304593065
5.1006666666667,5.1006666666667,0.152521154821651,0.152521154821651
5.1013333333333,5.1013333333333,0.16079133755118,0.16079133755118
5.1346666666667,5.1346666666667,0.161041380407091,0.161041380407091
5.056,5.056,0.190838805376652,0.190838805376652
5.104,5.104,0.175729936790047,0.175729936790047
5.1033333333333,5.1033333333333,0.190717754172752,0.190717754172752
5.0993333333333,5.0993333333333,0.201320142759331,0.201320142759331
5.0973333333333,5.0973333333333,0.224675078714475,0.224675078714475
5.122,5.122,0.332616995850042,0.332616995850042
5.1693333333333,5.1693333333333,0.368382306870155,0.368382306870155
4.9513333333333,5.164,0.0924400024053371,0.443084693345557
4.9573333333333,5.1766666666667,0.160620506651618,0.157124547270611
4.9673333333333,5.2986666666667,0.156052019022097,0.238460180414542
4.966,5.342,0.144205038973384,0.124753689952968
4.9673333333333,5.3653333333333,0.141634841895612,0.125440432690402
4.9546666666667,5.408,0.139300473005512,0.165201676024441
5.0013333333333,5.44,0.149413457015137,0.178727239338231
4.9266666666667,5.4793333333333,0.136826898793283,0.165687648705529
4.9526666666667,5.5206666666667,0.136780249005109,0.171212604975944
4.9866666666667,5.5533333333333,0.136817466384008,0.201398270890285
5.004,5.6066666666667,0.136460165227088,0.174275441808925
4.948,5.6333333333333,0.134831757364759,0.203128620403137
4.962,5.6693333333333,0.136955293159938,0.207731744687073
4.9473333333333,5.7046666666667,0.135952409013114,0.214696365261804
5.0066666666667,5.7466666666667,0.135708273511601,0.183672803656278
4.9586666666667,5.784,0.135627154503384,0.159278642815615
4.9653333333333,5.8186666666667,0.138822370767249,0.17480658878076
4.988,5.8553333333333,0.138156740456217,0.144365302376141
4.9333333333333,5.8993333333333,0.137286449557566,0.153587638742809
5.0006666666667,5.934,0.136102502695488,0.160122443179759
4.98,5.9733333333333,0.137413473454536,0.157824549485554
4.9533333333333,6.002,0.137101179934347,0.157260746973541
4.9573333333333,6.0373333333333,0.139136571990657,0.162524551825571
4.9513333333333,6.0693333333333,0.141511350778896,0.139375104671915
4.898,6.1086666666667,0.136413847410566,0.15931439872042
4.9433333333333,6.1513333333333,0.137504450054438,0.164658375153135
4.942,6.18,0.138863440999853,0.133610522101388
4.9333333333333,4.9333333333333,0.137955502017053,0.137955502017053
4.9193333333333,4.9193333333333,0.135751551987748,0.135751551987748
4.9826666666667,4.9826666666667,0.141674064126299,0.141674064126299
4.956,4.956,0.140751618433439,0.140751618433439
4.9586666666667,4.9586666666667,0.139402875445358,0.139402875445358
5.0173333333333,5.0173333333333,0.144138022789642,0.144138022789642
5.0006666666667,5.0006666666667,0.140481286364584,0.140481286364584
5.0013333333333,5.0013333333333,0.139037779664802,0.139037779664802
5.02,5.02,0.146140269758287,0.146140269758287
4.9813333333333,4.9813333333333,0.139071833337159,0.139071833337159
5.002,5.002,0.138271872255302,0.138271872255302
5.0206666666667,5.0206666666667,0.142842576385218,0.142842576385218
4.948,4.948,0.140524694810192,0.140524694810192
4.9866666666667,4.9866666666667,0.142840853263135,0.142840853263135
4.9626666666667,4.9626666666667,0.138057185953911,0.138057185953911
5.012,5.012,0.138955958940899,0.138955958940899
4.998,4.998,0.14162160045,0.14162160045
4.9773333333333,4.9773333333333,0.147895152744382,0.147895152744382
5.0573333333333,5.0573333333333,0.164787165254433,0.164787165254433
5.0333333333333,5.0333333333333,0.141480844799911,0.141480844799911
4.9873333333333,4.9873333333333,0.139415025370442,0.139415025370442
4.9726666666667,4.9726666666667,0.146917964887963,0.146917964887963
4.9873333333333,4.9873333333333,0.140259478766199,0.140259478766199
5.006,5.006,0.141824161258186,0.141824161258186
4.998,4.998,0.141545471689839,0.141545471689839
5.0226666666667,5.0226666666667,0.143052597898548,0.143052597898548
5.058,5.058,0.141593247773163,0.141593247773163
4.9953333333333,4.9953333333333,0.141066705623269,0.141066705623269
5.0093333333333,5.0093333333333,0.138725676892317,0.138725676892317
5.1053333333333,5.1053333333333,0.149481696950279,0.149481696950279
4.998,4.998,0.145152752920714,0.145152752920714
5.0226666666667,5.0226666666667,0.141625300137294,0.141625300137294
5.05,5.05,0.145936372234257,0.145936372234257
4.9966666666667,4.9966666666667,0.140485292545728,0.140485292545728
4.9913333333333,4.9913333333333,0.142217789422422,0.142217789422422
5.0206666666667,5.0206666666667,0.142336669931613,0.142336669931613
4.964,4.964,0.139001817173898,0.139001817173898
5.0406666666667,5.0406666666667,0.143255197154449,0.143255197154449
5.006,5.006,0.141061072751553,0.141061072751553
4.988,4.988,0.145902935467909,0.145902935467909
5.0426666666667,5.0426666666667,0.14170206440486,0.14170206440486
5.0006666666667,5.0006666666667,0.140552808406041,0.140552808406041
5.0533333333333,5.0533333333333,0.141090325421843,0.141090325421843
5.0466666666667,5.0466666666667,0.143964999930873,0.143964999930873
5.0346666666667,5.0346666666667,0.142169090385001,0.142169090385001
5.0413333333333,5.0413333333333,0.141862109240176,0.141862109240176
5.014,5.014,0.143367724732904,0.143367724732904
5.074,5.074,0.159817077064455,0.159817077064455
5.0626666666667,5.0626666666667,0.144922737786409,0.144922737786409
5.0386666666667,5.0386666666667,0.143092025483005,0.143092025483005
5.0466666666667,5.0466666666667,0.141597061816899,0.141597061816899
5.06,5.06,0.148617339420936,0.148617339420936
5.07,5.07,0.147603673208851,0.147603673208851
5.0273333333333,5.0273333333333,0.144034526274179,0.144034526274179
5.0353333333333,5.0353333333333,0.142772303246823,0.142772303246823
5.0813333333333,5.0813333333333,0.145145600156598,0.145145600156598
5.04,5.04,0.14208407848887,0.14208407848887
5.0266666666667,5.0266666666667,0.140101495808467,0.140101495808467
5.0666666666667,5.0666666666667,0.142046984607138,0.142046984607138
5.02,5.02,0.151389097737772,0.151389097737772
5.0406666666667,5.0406666666667,0.142626324880098,0.142626324880098
5.0686666666667,5.0686666666667,0.141555287478146,0.141555287478146
5.0793333333333,5.0793333333333,0.148788889595537,0.148788889595537
5.0306666666667,5.0306666666667,0.142171201824911,0.142171201824911
5.006,5.006,0.14462205257577,0.14462205257577
5.0166666666667,5.0166666666667,0.141053095408425,0.141053095408425
5.0613333333333,5.0613333333333,0.146763380265244,0.146763380265244
5.0373333333333,5.0373333333333,0.145076931687291,0.145076931687291
5.016,5.016,0.141440720239745,0.141440720239745
5.0213333333333,5.0213333333333,0.145538166925064,0.145538166925064
4.9913333333333,4.9913333333333,0.141946213991529,0.141946213991529
5.09,5.09,0.142317948876392,0.142317948876392
5.0073333333333,5.0073333333333,0.140065215826082,0.140065215826082
5.0186666666667,5.0186666666667,0.141554212926155,0.141554212926155
5.004,5.004,0.141456396469982,0.141456396469982
5.0853333333333,5.0853333333333,0.146094112036497,0.146094112036497
5.0593333333333,5.0593333333333,0.145637107997298,0.145637107997298
4.9813333333333,4.9813333333333,0.139384853525014,0.139384853525014
5.0766666666667,5.0766666666667,0.144216334288116,0.144216334288116
5.0153333333333,5.0153333333333,0.140047699579147,0.140047699579147
5.052,5.052,0.142600985252792,0.142600985252792
5.0413333333333,5.0413333333333,0.144792502265421,0.144792502265421
5.08,5.08,0.144379769141947,0.144379769141947
5.072,5.072,0.148568118353919,0.148568118353919
5.0273333333333,5.0273333333333,0.138991212823369,0.138991212823369
5.042,5.042,0.140086542481321,0.140086542481321
5.0153333333333,5.0153333333333,0.142027104636599,0.142027104636599
5.014,5.014,0.143788464300697,0.143788464300697
5.022,5.022,0.141566607461542,0.141566607461542
5.0553333333333,5.0553333333333,0.143500550414188,0.143500550414188
5.0486666666667,5.0486666666667,0.154415282559456,0.154415282559456
5.0213333333333,5.0213333333333,0.140413977172923,0.140413977172923
5.0026666666667,5.0026666666667,0.141969991271455,0.141969991271455
5.1186666666667,5.1186666666667,0.150369577078406,0.150369577078406
4.998,4.998,0.140165412985703,0.140165412985703
5.0726666666667,5.0726666666667,0.145163201136098,0.145163201136098
5.0653333333333,5.0653333333333,0.14125476958169,0.14125476958169
5.016,5.016,0.143126889215814,0.143126889215814
5.0033333333333,5.0033333333333,0.149097209881076,0.149097209881076
5.0413333333333,5.0413333333333,0.146672203017451,0.146672203017451
5.0526666666667,5.0526666666667,0.142396851843929,0.142396851843929
5.016,5.016,0.141795476806599,0.141795476806599
5.0306666666667,5.0306666666667,0.146463192868251,0.146463192868251
5.078,5.078,0.150788850021057,0.150788850021057
